sample	sample_type.samples
TCGA-AB-2875-11A	8
TCGA-DB-A75K-01A	20
TCGA-BH-A18R-01A	1
TCGA-CZ-4865-11A	8
TCGA-BT-A42F-01A	12
TCGA-AB-2963-03A	26
TCGA-AB-2807-11D	8
TCGA-D5-6540-01A	24
TCGA-AB-2807-11B	8
TCGA-L1-A7W4-01A	11
TCGA-OR-A5LT-01A	19
TCGA-78-8640-01A	0
TCGA-A3-3317-01A	6
TCGA-DX-A7EO-01A	13
TCGA-US-A77G-01A	11
TCGA-DM-A28A-01A	24
TCGA-EP-A26S-11A	8
TCGA-61-2101-11A	8
TCGA-ZG-A9LY-01A	9
TCGA-CJ-4908-11A	8
TCGA-IA-A83W-11A	8
TCGA-P3-A6T6-01A	5
TCGA-B0-5702-11A	8
TCGA-39-5011-11A	8
TCGA-EK-A3GJ-11A	8
TCGA-24-1852-01A	3
TCGA-DD-AAE6-01A	17
TCGA-EJ-A65E-01A	9
TCGA-EW-A1OY-01A	1
TCGA-GI-A2C8-01A	1
TCGA-CC-A3MB-01A	17
TCGA-X6-A8C4-01A	13
TCGA-B0-4827-11A	8
TCGA-G4-6320-01A	24
TCGA-AA-A02O-11A	8
TCGA-CV-5966-11A	8
TCGA-WT-AB44-01A	1
TCGA-DX-A3LT-01A	13
TCGA-34-8454-11A	8
TCGA-KL-8332-11A	8
TCGA-BP-4999-11A	8
TCGA-BQ-7058-11A	8
TCGA-BG-A2AD-11A	8
TCGA-S9-A6UA-01A	20
TCGA-AB-2804-03C	26
TCGA-DD-A4NK-01A	17
TCGA-D1-A15X-01A	2
TCGA-66-2780-01A	4
TCGA-A3-3347-11A	8
TCGA-AB-2947-03A	26
TCGA-BH-A0HQ-01A	1
TCGA-DH-A7UR-01A	20
TCGA-DH-5144-01A	20
TCGA-49-4507-01A	0
TCGA-CH-5748-01A	9
TCGA-61-1899-01A	3
TCGA-EJ-5530-01A	9
TCGA-05-4396-01A	0
TCGA-DK-A3WW-01A	12
TCGA-AB-2843-03C	26
TCGA-55-8514-01A	0
TCGA-22-5473-01A	4
TCGA-AB-2843-03B	26
TCGA-UZ-A9PU-01A	15
TCGA-19-4065-02A	10
TCGA-HT-A74O-01A	20
TCGA-B0-5692-01A	6
TCGA-AB-2867-11A	8
TCGA-AB-2867-11B	8
TCGA-AB-2867-11C	8
TCGA-02-0116-01A	10
TCGA-60-2711-11A	8
TCGA-E9-A227-01A	1
TCGA-GC-A3OO-01A	12
TCGA-XP-A8T6-01A	28
TCGA-AB-2866-03A	26
TCGA-22-4596-11A	8
TCGA-A6-2686-11A	8
TCGA-LN-A9FQ-01A	28
TCGA-K4-A83P-11A	8
TCGA-E9-A1RG-01A	1
TCGA-06-0156-01A	10
TCGA-KK-A8I6-01A	9
TCGA-BQ-7055-11A	8
TCGA-EJ-7314-11A	8
TCGA-BQ-5880-11A	8
TCGA-FP-7735-11A	8
TCGA-KK-A6E6-11A	8
TCGA-E9-A1R7-01A	1
TCGA-AB-2999-11A	8
TCGA-CR-7393-01A	5
TCGA-5P-A9K4-01A	15
TCGA-BQ-7048-11A	8
TCGA-Y8-A898-01A	15
TCGA-C8-A12Z-01A	1
TCGA-EM-A2OX-01A	14
TCGA-UT-A97Y-01A	31
TCGA-C5-A907-01A	7
TCGA-S9-A7R4-01A	20
TCGA-D5-5541-01A	24
TCGA-GM-A2D9-01A	1
TCGA-NP-A5H5-11A	8
TCGA-CJ-4881-01A	6
TCGA-AN-A03X-01A	1
TCGA-EL-A3T0-01A	14
TCGA-X6-A7WA-01A	13
TCGA-95-A4VP-01A	0
TCGA-BP-5196-01A	6
TCGA-AB-2847-11C	8
TCGA-AA-3511-11A	8
TCGA-CV-7437-01A	5
TCGA-EW-A1IY-01A	1
TCGA-39-5019-01A	4
TCGA-FS-A1ZE-06A	18
TCGA-KL-8344-11A	8
TCGA-AB-2847-11A	8
TCGA-91-6830-11A	8
TCGA-XU-AAXW-01A	25
TCGA-IN-A6RS-01A	21
TCGA-LL-A73Z-01A	1
TCGA-K4-A5RH-01A	12
TCGA-PD-A5DF-01A	17
TCGA-PG-A915-01A	2
TCGA-P5-A735-01A	20
TCGA-VS-A94Y-01A	7
TCGA-W4-A7U3-01A	23
TCGA-B8-A54D-01A	6
TCGA-CC-A9FV-01A	17
TCGA-B0-5098-11A	8
TCGA-P4-A5E8-11A	8
TCGA-CV-7097-11A	8
TCGA-AA-3715-01A	24
TCGA-A4-A5Y1-11A	8
TCGA-B8-A54K-01A	6
TCGA-FG-8191-01A	20
TCGA-KK-A7B3-11A	8
TCGA-A3-3328-11A	8
TCGA-B0-5711-01A	6
TCGA-A4-7584-01A	15
TCGA-BR-7851-11A	8
TCGA-17-Z022-11A	8
TCGA-CV-6962-11A	8
TCGA-E9-A3Q9-01A	1
TCGA-DD-AAVS-01A	17
TCGA-D8-A27H-01A	1
TCGA-QR-A705-01A	22
TCGA-17-Z058-01A	0
TCGA-B0-5106-01A	6
TCGA-BP-4761-01A	6
TCGA-A2-A04U-01A	1
TCGA-CS-6290-01A	20
TCGA-CZ-5462-11A	8
TCGA-22-0944-01A	4
TCGA-DD-A73G-01A	17
TCGA-B0-5108-11A	8
TCGA-56-7221-01A	4
TCGA-3G-AB0O-01A	25
TCGA-D6-6827-01A	5
TCGA-DD-A115-11A	8
TCGA-MP-A4SV-01A	0
TCGA-EK-A2IP-01A	7
TCGA-UZ-A9PZ-01A	15
TCGA-CV-6953-11A	8
TCGA-B0-4698-11A	8
TCGA-HT-A5R7-01A	20
TCGA-CJ-4884-11A	8
TCGA-55-8203-01A	0
TCGA-2E-A9G8-01A	2
TCGA-XJ-A9DI-01A	9
TCGA-BT-A20U-01A	12
TCGA-E2-A1B0-01A	1
TCGA-V4-A9EF-01A	16
TCGA-XE-AAOL-01A	23
TCGA-KO-8408-01A	27
TCGA-08-0373-01A	10
TCGA-PQ-A6FN-01A	12
TCGA-19-2625-01A	10
TCGA-P6-A5OG-01A	19
TCGA-C8-A130-01A	1
TCGA-HC-7737-01A	9
TCGA-EX-A449-01A	7
TCGA-06-0645-01A	10
TCGA-UF-A71B-01A	5
TCGA-DK-A3IN-01A	12
TCGA-BP-5176-11A	8
TCGA-BP-5196-11A	8
TCGA-C8-A12O-01A	1
TCGA-SY-A9G0-01A	12
TCGA-BP-4759-11A	8
TCGA-D3-A8GK-06A	18
TCGA-XK-AAIR-01A	9
TCGA-WE-A8K6-06A	18
TCGA-W3-A824-06A	18
TCGA-10-0935-01A	3
TCGA-ZB-A96E-01A	25
TCGA-IM-A3ED-01A	14
TCGA-WC-AA9E-01A	16
TCGA-D5-6529-01A	24
TCGA-CD-A48C-01A	21
TCGA-55-A48Y-01A	0
TCGA-V4-A9E9-01A	16
TCGA-66-2768-01A	4
TCGA-ET-A25N-01A	14
TCGA-FY-A3R9-01A	14
TCGA-VQ-A8PK-01A	21
TCGA-17-Z027-01A	0
TCGA-61-1727-01A	3
TCGA-SP-A6QK-01A	22
TCGA-EE-A29X-06A	18
TCGA-AA-3949-01A	24
TCGA-L5-A43H-11A	8
TCGA-IB-AAUR-01A	11
TCGA-AL-3471-01A	15
TCGA-CV-7091-01A	5
TCGA-DD-A1EC-01A	17
TCGA-G4-6302-11A	8
TCGA-CQ-7064-01A	5
TCGA-D1-A0ZQ-01A	2
TCGA-AB-2996-11A	8
TCGA-FS-A1ZB-06A	18
TCGA-IM-A3U2-01A	14
TCGA-CH-5762-01A	9
TCGA-EE-A29S-06A	18
TCGA-43-7657-11A	8
TCGA-FS-A1YW-06A	18
TCGA-EE-A2MC-06A	18
TCGA-BP-5008-11A	8
TCGA-56-A4BX-01A	4
TCGA-24-2262-01A	3
TCGA-04-1644-11A	8
TCGA-DK-A1AB-01A	12
TCGA-ZB-A96M-01A	25
TCGA-A8-A06Y-01A	1
TCGA-06-0394-01A	10
TCGA-DA-A1I4-06A	18
TCGA-E2-A1AZ-01A	1
TCGA-12-0778-01A	10
TCGA-HC-7752-11A	8
TCGA-61-1728-11A	8
TCGA-HI-7170-01A	9
TCGA-L6-A4EP-01A	14
TCGA-HZ-8638-01A	11
TCGA-FP-8210-01A	21
TCGA-CZ-4853-11A	8
TCGA-B0-5083-01A	6
TCGA-A6-6653-01A	24
TCGA-A8-A086-01A	1
TCGA-DU-A6S2-01A	20
TCGA-13-0903-01A	3
TCGA-VR-A8EP-01A	28
TCGA-BF-A5EQ-01A	18
TCGA-DY-A1DG-01A	30
TCGA-17-Z035-01A	0
TCGA-CJ-4868-01A	6
TCGA-34-5231-01A	4
TCGA-XF-A9SW-01A	12
TCGA-VS-A8EC-01A	7
TCGA-EL-A3T7-11A	8
TCGA-2G-AAH8-01A	23
TCGA-16-1055-01B	10
TCGA-55-7281-11A	8
TCGA-93-8067-01A	0
TCGA-23-2645-01A	3
TCGA-SX-A71W-01A	15
TCGA-D8-A27P-01A	1
TCGA-50-7109-01A	0
TCGA-BT-A20W-01A	12
TCGA-E7-A6MD-01A	12
TCGA-S9-A6WI-01A	20
TCGA-06-0131-01A	10
TCGA-DH-A66G-01A	20
TCGA-CD-A4MH-01A	21
TCGA-EL-A3CL-01A	14
TCGA-AB-2830-11B	8
TCGA-12-0769-01A	10
TCGA-69-8253-01A	0
TCGA-KL-8327-11A	8
TCGA-AG-A01W-11A	8
TCGA-HT-8109-01A	20
TCGA-CJ-5677-01A	6
TCGA-17-Z025-11A	8
TCGA-E7-A541-01A	12
TCGA-FU-A3WB-01A	7
TCGA-CZ-4859-01A	6
TCGA-NH-A50T-01A	24
TCGA-KS-A4ID-01A	14
TCGA-G8-6326-01A	32
TCGA-DX-A6YZ-01A	13
TCGA-EI-6885-01A	30
TCGA-AR-A24H-01A	1
TCGA-E8-A416-01A	14
TCGA-UY-A9PD-01A	12
TCGA-M7-A71Y-01A	9
TCGA-EL-A4JX-11A	8
TCGA-QT-A5XP-01A	22
TCGA-N9-A4Q1-01A	29
TCGA-EI-6512-01A	30
TCGA-55-7816-01A	0
TCGA-D7-6520-01A	21
TCGA-AB-2839-11C	8
TCGA-EM-A3AK-01A	14
TCGA-OR-A5J2-01A	19
TCGA-EY-A1GE-01A	2
TCGA-KS-A41F-11A	8
TCGA-EB-A5FP-01A	18
TCGA-H9-7775-01A	9
TCGA-E2-A1IO-11A	8
TCGA-AJ-A3QS-01A	2
TCGA-06-0216-01B	10
TCGA-AB-2918-03A	26
TCGA-MU-A5YI-01A	7
TCGA-GE-A2C6-01A	14
TCGA-AB-2927-11A	8
TCGA-34-5232-01A	4
TCGA-EE-A184-06A	18
TCGA-S9-A6TY-01A	20
TCGA-05-4249-01A	0
TCGA-A3-3370-01A	6
TCGA-BK-A26L-01A	2
TCGA-EE-A2GM-06B	18
TCGA-BK-A26L-01C	2
TCGA-V4-A9F5-01A	16
TCGA-J4-8200-01A	9
TCGA-GC-A3RB-01A	12
TCGA-D3-A3BZ-06A	18
TCGA-QH-A6XC-01A	20
TCGA-KN-8421-11A	8
TCGA-L5-A8NQ-11A	8
TCGA-L5-A4OR-01A	28
TCGA-F5-6702-01A	30
TCGA-VT-A80J-11A	8
TCGA-BH-A1F0-11B	8
TCGA-43-3394-11A	8
TCGA-08-0380-11A	8
TCGA-AR-A256-01A	1
TCGA-AB-2856-11B	8
TCGA-AB-2856-11C	8
TCGA-FD-A3SR-01A	12
TCGA-AG-3909-01A	30
TCGA-4W-AA9T-01A	10
TCGA-39-5031-11A	8
TCGA-EU-5905-01A	6
TCGA-66-2765-01A	4
TCGA-AG-3599-01A	30
TCGA-CS-5396-01A	20
TCGA-21-1072-11A	8
TCGA-KK-A59Y-01A	9
TCGA-UW-A7GJ-01A	27
TCGA-B6-A0RQ-01A	1
TCGA-E2-A153-11A	8
TCGA-UZ-A9PJ-01A	15
TCGA-B0-5691-01A	6
TCGA-VD-A8KF-01A	16
TCGA-RP-A693-06A	18
TCGA-AO-A03N-01B	1
TCGA-L5-A43E-01A	28
TCGA-AH-6544-01A	30
TCGA-34-5929-11A	8
TCGA-02-0010-01A	10
TCGA-32-2498-01A	10
TCGA-06-0747-01A	10
TCGA-G3-AAV5-01A	17
TCGA-WE-A8ZX-06A	18
TCGA-DX-A3UA-01A	13
TCGA-R8-A6MK-01A	20
TCGA-14-0736-02A	10
TCGA-EW-A1PD-01A	1
TCGA-CN-6024-01A	5
TCGA-AB-2872-03A	26
TCGA-KK-A6DY-11A	8
TCGA-RE-A7BO-01A	28
TCGA-55-7724-01A	0
TCGA-BR-4370-01A	21
TCGA-CR-7373-01A	5
TCGA-SC-A6LR-01A	31
TCGA-06-0155-01B	10
TCGA-A2-A0CS-01A	1
TCGA-24-2298-11A	8
TCGA-61-2092-11A	8
TCGA-55-6984-11A	8
TCGA-BH-A0B1-01A	1
TCGA-B0-5701-01A	6
TCGA-MP-A4T2-01A	0
TCGA-3A-A9IX-01A	11
TCGA-B0-5115-01A	6
TCGA-NP-A5B3-11A	8
TCGA-93-8067-01C	0
TCGA-EB-A4OY-01A	18
TCGA-AX-A05Y-01A	2
TCGA-12-3653-01A	10
TCGA-S7-A7WV-01A	22
TCGA-AB-2949-11A	8
TCGA-E2-A1IG-01A	1
TCGA-17-Z049-01A	0
TCGA-BP-4159-01A	6
TCGA-06-1087-01A	10
TCGA-Q1-A6DV-01A	7
TCGA-FG-6690-01A	20
TCGA-DE-A7U5-01A	14
TCGA-05-5429-01A	0
TCGA-HT-A619-01A	20
TCGA-BP-4777-01A	6
TCGA-61-2102-11A	8
TCGA-AB-2910-11A	8
TCGA-BQ-7045-01A	15
TCGA-O1-A52J-01A	0
TCGA-W5-AA2O-11A	8
TCGA-36-1577-01A	3
TCGA-19-5953-01B	10
TCGA-MK-A4N9-01A	14
TCGA-HT-7857-01A	20
TCGA-AX-A3FX-01A	2
TCGA-DM-A28M-01A	24
TCGA-LP-A5U3-01A	7
TCGA-CD-A487-01A	21
TCGA-AG-A01N-01A	30
TCGA-AA-A02E-01A	24
TCGA-EL-A3GY-01A	14
TCGA-B0-4688-11A	8
TCGA-EJ-7218-01B	9
TCGA-BP-4986-11A	8
TCGA-RC-A7SK-01A	17
TCGA-D1-A3JQ-01A	2
TCGA-58-8390-01A	4
TCGA-AB-2833-11C	8
TCGA-US-A774-11A	8
TCGA-BH-A0BQ-11A	8
TCGA-73-4676-11A	8
TCGA-BR-8382-01A	21
TCGA-BQ-7062-01A	15
TCGA-X6-A7WB-01A	13
TCGA-SX-A7SP-01A	15
TCGA-29-1764-01A	3
TCGA-A3-3306-11A	8
TCGA-02-0113-01A	10
TCGA-77-A5G8-01B	4
TCGA-85-7710-11A	8
TCGA-VS-A9UB-01A	7
TCGA-06-0210-01B	10
TCGA-BP-4334-11A	8
TCGA-TM-A84L-01A	20
TCGA-D8-A1XA-01A	1
TCGA-AB-3005-11A	8
TCGA-B0-5110-11A	8
TCGA-D3-A3MV-06A	18
TCGA-4P-AA8J-01A	5
TCGA-72-4234-01A	3
TCGA-SR-A6MP-01A	22
TCGA-BT-A20N-11A	8
TCGA-AG-3999-01A	30
TCGA-2G-AAGS-01A	23
TCGA-02-0099-01A	10
TCGA-BR-4184-01A	21
TCGA-UF-A7JS-01A	5
TCGA-AB-2949-03A	26
TCGA-E2-A150-01A	1
TCGA-A8-A09V-01A	1
TCGA-49-AAR9-11A	8
TCGA-BJ-A190-01A	14
TCGA-E9-A1N4-01A	1
TCGA-61-2002-01A	3
TCGA-AJ-A3EL-01A	2
TCGA-AB-2831-03A	26
TCGA-KO-8406-11A	8
TCGA-12-0619-01A	10
TCGA-IE-A3OV-11A	8
TCGA-50-5946-01A	0
TCGA-D3-A1QB-06A	18
TCGA-AW-A1PO-01A	2
TCGA-KN-8418-11A	8
TCGA-EK-A3GM-01A	7
TCGA-34-2600-11A	8
TCGA-FG-5964-01A	20
TCGA-DK-A1A6-06A	12
TCGA-RW-A7CZ-01A	22
TCGA-A2-A0CM-01A	1
TCGA-L5-A8NH-01A	28
TCGA-CJ-4893-11A	8
TCGA-B0-5705-11A	8
TCGA-BJ-A28R-01A	14
TCGA-BP-4991-11A	8
TCGA-3U-A98E-01A	31
TCGA-AG-3605-01A	30
TCGA-55-8506-01A	0
TCGA-EE-A3JI-06A	18
TCGA-AB-2999-03B	26
TCGA-DM-A0X9-01A	24
TCGA-BH-A0E6-01A	1
TCGA-A1-A0SM-01A	1
TCGA-AB-2985-03A	26
TCGA-V4-A9EZ-01A	16
TCGA-BP-4962-11A	8
TCGA-2G-AAF4-01A	23
TCGA-A5-A0R9-01A	2
TCGA-MH-A55W-01A	15
TCGA-BC-A112-01A	17
TCGA-05-5715-01A	0
TCGA-DX-A8BV-01A	13
TCGA-AB-2858-12A	26
TCGA-A6-5662-01A	24
TCGA-55-7995-11A	8
TCGA-91-6847-01A	0
TCGA-55-8204-11A	8
TCGA-13-1496-01A	3
TCGA-KO-8413-11A	8
TCGA-04-1654-01A	3
TCGA-24-2260-11A	8
TCGA-BJ-A18Z-01A	14
TCGA-AB-2931-11A	8
TCGA-HZ-7926-01A	11
TCGA-K4-A54R-11A	8
TCGA-08-0392-01A	10
TCGA-BH-A0W5-01A	1
TCGA-BC-A216-01A	17
TCGA-23-1023-01R	3
TCGA-OR-A5K4-01A	19
TCGA-BA-A6DI-01A	5
TCGA-EX-A3L1-01A	7
TCGA-B0-4847-11A	8
TCGA-58-8388-11A	8
TCGA-VQ-AA6D-01A	21
TCGA-BP-4327-11A	8
TCGA-23-1023-01A	3
TCGA-23-2641-01A	3
TCGA-4V-A9QN-01A	25
TCGA-J8-A3YH-01A	14
TCGA-CW-5587-01A	6
TCGA-EL-A3ZM-01A	14
TCGA-EM-A2CO-01A	14
TCGA-AB-2822-11D	8
TCGA-76-4925-01A	10
TCGA-AB-2822-11A	8
TCGA-AB-2822-11B	8
TCGA-06-0150-01A	10
TCGA-49-4512-11A	8
TCGA-HT-8111-01A	20
TCGA-KO-8414-11A	8
TCGA-RT-A6YA-01A	22
TCGA-B0-5102-01A	6
TCGA-CG-5728-11A	8
TCGA-66-2756-01A	4
TCGA-S7-A7WO-01A	22
TCGA-G8-6906-14A	32
TCGA-85-8070-01A	4
TCGA-13-2060-01A	3
TCGA-DZ-6133-11A	8
TCGA-CV-7406-11A	8
TCGA-DK-A2I6-01A	12
TCGA-BR-8592-01A	21
TCGA-B6-A400-01A	1
TCGA-XJ-A83H-01A	9
TCGA-E8-A434-01A	14
TCGA-BR-7703-01A	21
TCGA-EY-A548-01A	2
TCGA-DJ-A3V7-01A	14
TCGA-58-A46J-01A	4
TCGA-DD-AAVP-01A	17
TCGA-L5-A8NQ-01A	28
TCGA-CV-7425-11A	8
TCGA-BH-A209-11A	8
TCGA-KU-A6H7-01A	5
TCGA-BP-4781-01A	6
TCGA-MY-A5BE-01A	7
TCGA-10-0927-11A	8
TCGA-AB-3001-03A	26
TCGA-AK-3429-01A	6
TCGA-FD-A3SL-01A	12
TCGA-BR-4255-01A	21
TCGA-23-1110-01A	3
TCGA-13-0803-01A	3
TCGA-D1-A1NZ-01A	2
TCGA-02-0422-01A	10
TCGA-55-7283-11A	8
TCGA-06-0127-01A	10
TCGA-02-0057-01A	10
TCGA-37-4135-01A	4
TCGA-WB-A81E-01A	22
TCGA-D5-6920-01A	24
TCGA-UY-A78O-01A	12
TCGA-DU-8165-01A	20
TCGA-GM-A2DL-01A	1
TCGA-2J-AABA-01A	11
TCGA-C5-A7CG-01A	7
TCGA-S9-A7R1-01A	20
TCGA-DJ-A2Q0-01A	14
TCGA-A3-3320-11A	8
TCGA-AB-2840-03B	26
TCGA-VM-A8CF-01A	20
TCGA-BP-4760-11A	8
TCGA-EL-A3H1-01A	14
TCGA-27-1835-01A	10
TCGA-BH-A0DD-01A	1
TCGA-J4-A67O-01A	9
TCGA-AB-2944-03A	26
TCGA-MV-A51V-01A	12
TCGA-DU-6401-02A	20
TCGA-W3-AA1Q-06A	18
TCGA-2Z-A9J8-01A	15
TCGA-EJ-5507-01A	9
TCGA-P5-A5EZ-01A	20
TCGA-CZ-4856-01A	6
TCGA-E7-A5KE-01A	12
TCGA-MJ-A850-01A	13
TCGA-FP-A9TM-01A	21
TCGA-IN-AB1V-01A	21
TCGA-80-5607-01A	0
TCGA-34-5236-01A	4
TCGA-29-1701-01A	3
TCGA-QR-A6H0-01A	22
TCGA-UD-AABZ-01A	31
TCGA-92-8065-01A	4
TCGA-BP-5191-11A	8
TCGA-TQ-A7RS-01A	20
TCGA-AB-2808-11D	8
TCGA-BH-A0DI-01A	1
TCGA-VD-AA8Q-01A	16
TCGA-D3-A1Q9-06A	18
TCGA-C5-A8YR-01A	7
TCGA-17-Z021-11A	8
TCGA-CM-6680-01A	24
TCGA-DD-AADG-01A	17
TCGA-EB-A1NK-01A	18
TCGA-60-2709-01A	4
TCGA-IN-AB1V-11A	8
TCGA-AG-3885-01A	30
TCGA-GV-A6ZA-01A	12
TCGA-GC-A6I1-01A	12
TCGA-AB-2866-11C	8
TCGA-13-1485-01A	3
TCGA-3H-AB3X-01A	31
TCGA-SB-A6J6-01A	23
TCGA-DD-A1EF-11A	8
TCGA-HC-7748-01A	9
TCGA-CZ-5460-01A	6
TCGA-AB-2913-03A	26
TCGA-98-A53B-01A	4
TCGA-D1-A16I-01A	2
TCGA-29-1702-01A	3
TCGA-CN-4725-01A	5
TCGA-CZ-5451-01A	6
TCGA-96-8169-01A	4
TCGA-AB-2883-11A	8
TCGA-CE-A483-01A	14
TCGA-L5-A8NI-11A	8
TCGA-EL-A3CP-01A	14
TCGA-AB-2866-11B	8
TCGA-S5-AA26-01A	12
TCGA-CJ-5686-01A	6
TCGA-61-2610-11A	8
TCGA-EL-A3CN-01A	14
TCGA-KB-A6F5-01A	21
TCGA-BD-A2L6-11A	8
TCGA-HT-8108-01A	20
TCGA-24-1924-01A	3
TCGA-E9-A1R7-11A	8
TCGA-2A-A8VT-01A	9
TCGA-E3-A3DZ-01A	14
TCGA-WB-A81P-01A	22
TCGA-VS-A952-01A	7
TCGA-AC-A2QJ-11A	8
TCGA-HZ-8002-01A	11
TCGA-W5-AA2R-01A	33
TCGA-WD-A7RX-01A	33
TCGA-HT-A4DS-01A	20
TCGA-24-1927-01A	3
TCGA-BJ-A45G-01A	14
TCGA-62-8398-01A	0
TCGA-CZ-5468-11A	8
TCGA-61-2000-11A	8
TCGA-28-5214-01A	10
TCGA-EO-A3AU-01A	2
TCGA-E8-A419-01A	14
TCGA-EL-A3D1-01A	14
TCGA-J1-A4AH-01A	4
TCGA-BH-A0E9-01B	1
TCGA-E9-A1RB-01A	1
TCGA-IB-7890-01A	11
TCGA-08-0625-11A	8
TCGA-D7-6522-01A	21
TCGA-CV-5431-11A	8
TCGA-RP-A694-06A	18
TCGA-B5-A11P-01B	2
TCGA-BH-A1FE-06A	1
TCGA-24-1546-01A	3
TCGA-QK-A652-01A	5
TCGA-CG-4300-01A	21
TCGA-HD-A6I0-01A	5
TCGA-76-4932-01A	10
TCGA-B0-4710-01A	6
TCGA-UW-A7GC-11A	8
TCGA-AA-A00Q-01A	24
TCGA-AA-3488-11A	8
TCGA-QH-A6X9-01A	20
TCGA-63-A5ML-01A	4
TCGA-LN-A4A9-01A	28
TCGA-AB-2837-03B	26
TCGA-XK-AAJP-01A	9
TCGA-55-5899-01A	0
TCGA-AN-A0FS-01A	1
TCGA-18-3410-01A	4
TCGA-WE-AAA4-06A	18
TCGA-85-A4QR-01A	4
TCGA-BT-A0YX-01A	12
TCGA-FD-A3SM-01A	12
TCGA-BH-A0BA-11A	8
TCGA-US-A776-01A	11
TCGA-13-1817-01A	3
TCGA-FW-A3TV-06A	18
TCGA-ZH-A8Y4-01A	33
TCGA-BH-A0BZ-01A	1
TCGA-FD-A3SN-01A	12
TCGA-AB-2896-11A	8
TCGA-02-0007-01A	10
TCGA-04-1360-11A	8
TCGA-HF-7133-01A	21
TCGA-08-0386-01A	10
TCGA-UW-A7GY-11B	8
TCGA-QR-A70T-01A	22
TCGA-33-AASB-01A	4
TCGA-H4-A2HO-01C	12
TCGA-H4-A2HO-01A	12
TCGA-EO-A22R-01A	2
TCGA-77-7335-01A	4
TCGA-EM-A4FQ-01A	14
TCGA-DD-AAVV-01A	17
TCGA-HC-A632-01A	9
TCGA-EJ-7327-11A	8
TCGA-BH-A0AY-01A	1
TCGA-ET-A3BP-01A	14
TCGA-BS-A0U9-01B	2
TCGA-3S-AAYX-01A	25
TCGA-13-0758-01A	3
TCGA-A3-3343-11A	8
TCGA-P8-A5KC-11A	8
TCGA-BH-A0BM-01A	1
TCGA-AB-2898-03A	26
TCGA-98-8022-11A	8
TCGA-ED-A4XI-01A	17
TCGA-09-2055-01B	3
TCGA-CV-7430-01A	5
TCGA-09-2055-01A	3
TCGA-3U-A98J-01A	31
TCGA-ZB-A969-11A	8
TCGA-DU-7018-01A	20
TCGA-HT-7476-01A	20
TCGA-DK-AA6T-01A	12
TCGA-EW-A6SD-01A	1
TCGA-BQ-5882-11A	8
TCGA-61-1910-11A	8
TCGA-WA-A7GZ-11A	8
TCGA-ER-A19B-06A	18
TCGA-YU-A90P-01A	23
TCGA-DS-A1OB-01A	7
TCGA-CV-7446-01A	5
TCGA-AB-2980-03A	26
TCGA-A7-A13F-01A	1
TCGA-D7-8578-01A	21
TCGA-B0-4839-01A	6
TCGA-FS-A1ZU-06A	18
TCGA-BP-4169-01A	6
TCGA-AA-A01V-01A	24
TCGA-AA-3495-11A	8
TCGA-OR-A5JT-01A	19
TCGA-06-1802-01A	10
TCGA-HU-A4GF-01A	21
TCGA-EJ-7797-11A	8
TCGA-61-1916-01A	3
TCGA-AA-A02F-01A	24
TCGA-CZ-5458-01A	6
TCGA-B0-4713-01A	6
TCGA-EL-A3CV-01A	14
TCGA-XK-AAIW-01A	9
TCGA-02-0080-01A	10
TCGA-56-7580-01A	4
TCGA-BR-A4PE-01A	21
TCGA-NH-A50U-01A	24
TCGA-55-7573-01A	0
TCGA-OR-A5K9-11A	8
TCGA-37-3783-01A	4
TCGA-02-0337-01A	10
TCGA-F7-A620-01A	5
TCGA-21-5787-01A	4
TCGA-CG-5722-11A	8
TCGA-MI-A75I-01A	17
TCGA-A2-A4RX-01A	1
TCGA-BH-A208-01A	1
TCGA-TT-A6YO-01A	22
TCGA-VQ-A91E-01A	21
TCGA-AB-2905-03A	26
TCGA-66-2791-01A	4
TCGA-BP-4349-01A	6
TCGA-34-8456-11A	8
TCGA-EB-A6R0-01A	18
TCGA-28-1757-01A	10
TCGA-2F-A9KQ-11A	8
TCGA-GM-A2DA-01A	1
TCGA-33-AASD-11A	8
TCGA-06-5415-01A	10
TCGA-G3-AAV0-01A	17
TCGA-BH-A0B3-11B	8
TCGA-VD-A8K8-01A	16
TCGA-AB-2847-11B	8
TCGA-CV-5436-01A	5
TCGA-IA-A83T-01A	15
TCGA-A4-7288-11A	8
TCGA-CG-4477-01A	21
TCGA-08-0346-11A	8
TCGA-BQ-7060-01A	15
TCGA-DJ-A2PZ-01A	14
TCGA-W7-A93N-01A	33
TCGA-B0-5699-11A	8
TCGA-A3-A8OW-01A	6
TCGA-A6-5661-01A	24
TCGA-AR-A24T-01A	1
TCGA-EA-A3HR-01A	7
TCGA-BR-4280-11A	8
TCGA-C5-A3HE-01A	7
TCGA-D9-A3Z4-01A	18
TCGA-KK-A6E1-11A	8
TCGA-KM-A7QD-01C	27
TCGA-BG-A0MI-01A	2
TCGA-BR-4255-11A	8
TCGA-EB-A5KH-06A	18
TCGA-DD-A4NJ-01A	17
TCGA-2J-AABV-01A	11
TCGA-37-A5EN-01A	4
TCGA-DX-A3LU-01A	13
TCGA-5P-A9K8-01A	15
TCGA-BQ-5876-11A	8
TCGA-IB-8126-01A	11
TCGA-AO-A12E-01A	1
TCGA-JW-A69B-01A	7
TCGA-FB-AAQ2-11A	8
